CNFW01002104.1	ERS027644SCcontig002104
F6602contig2788.1	LGKH01001988.1
F6602contig4171.1	LGKH01003527.1
HK1c1525	JPDT01001522.1
LJQL01000109.1	PgyICMP2189_Contig_48
BRHa_1006406	LADY01000003.1
LJPW01000056.1	PcaICMP2855_Contig_21
LGDW01000006.1	P435contig103.1
LGUP01000237.1	P002contig3.1
JZAM01000092.1	LJET02000256.1
HK1c0237	JPDT01000236.1
AJQY01000213.1	Contig_213
GG749039.1	JH376443.1
CXDQ01000487.1	ERS009857SCcontig000487
JYJF01001021.1	contig-1021
F6602contig4815.1	LGKH01004242.1
F6602contig3437.1	LGKH01002711.1
CYFX01000180.1	ERS150873SCcontig000180
JMSO01000215.1	JZAM01000334.1
LJCS01000122.1	LJET02000027.1
AMRN01000006.1	JXMU01000006.1
AAI_A_2195_scaffold81	HE972602.1
AMRN01000007.1	contig7
CNFW01002477.1	ERS027644SCcontig002477
JMSO01000221.1	LJCS01000161.1
CNFW01003507.1	ERS027644SCcontig003507
B11479contig506.1	LFVR01000459.1
CP001868.2	CP002573.1
JYJF01000917.1	contig-917
B11479contig122.1	LFVR01000027.1
AMRN01000016.1	AMSH01000016.1
INSLA289_contig_228	LHAT01000228.1
JXMU01000008.1	JZAM01000008.1
CP002480.1	CP002905.1
CP001819.1	CP002573.1
LJES02000149.1	L_contig000148
HK1c0854	JPDT01000851.1
LGEC01000101.1	P441contig48.1
CXDQ01000482.1	ERS009857SCcontig000482
LJET02000121.1	contig207
JMSO01000171.1	JZAM01000360.1
CVRS01000037.1	RIL183_13
LGTK01000104.1	contig00104
HK1c0130	JPDT01000129.1
F6602contig3135.1	LGKH01002376.1
CNFW01000440.1	ERS027644SCcontig000440
F6602contig80.1	LGKH01005137.1
JH376431.1	JH724279.1
BHUMctg117	LFMX01000112.1
CNFW01002359.1	ERS027644SCcontig002359
JMSO01000262.1	LJDX02000007.1
HK1c0114	JPDT01000113.1
CNFW01003515.1	ERS027644SCcontig003515
F6602contig4714.1	LGKH01004130.1
HK1c2524	JPDT01002521.1
F6602contig2321.1	LGKH01001471.1
LJDX02000297.1	contig90
HK1c1892	JPDT01001889.1
LJET02000017.1	contig113
LGEA01000134.1	P439contig58.1
JQIP01000035.1	Sequence0000007530
LDUI01000027	LDUI01000027.1
F6602contig1961.1	LGKH01001070.1
JMSP01000325.1	LJCS01000061.1
LJES02000103.1	L_contig000102
LGUV01000195.1	P046contig266.1
HK1c0092	JPDT01000091.1
LGUV01000124.1	P046contig201.1
F6602contig447.1a	LGKH01003858.1
JXCG01000015.1	contig15
LJES02000227.1	L_contig000226
JAIW01000054.1	contig000054
B11479contig662.1	LFVR01000632.1
LITJ01000013.1	LKKT01000013.1
LKKT01000002.1	contig00002
LCAU01000036.1	UU48_C0036
JMSP01000026.1	contig022
CNFW01000456.1	ERS027644SCcontig000456
GG739944.1	GL891997.1
ADGX01000038.1	ctg00025
JMSP01000023.1	LJCS01000034.1
CVRS01000024.1	RIL183_120
LJDX02000074.1	LJET02000074.1
LIGE01000024.1	LITU01000005.1
B11479contig148.1	LFVR01000055.1
JMSO01000027.1	JMSP01000297.1
LFYT02000027.1	LimC-II-D5-C27
CNFW01000560.1	ERS027644SCcontig000560
F6602contig2449.1	LGKH01001612.1
F6602contig996.1	LGKH01005354.1
CP001868.2	CP001962.1
JMSO01000170.1	LJDX02000047.1
CSXB01000062.1	ERS075544SCcontig000062
F6602contig3099.1	LGKH01002335.1
AAI_A_2195_scaffold114	HE972635.1
JZAM01000470.1	contig470
CNFW01004087.1	ERS027644SCcontig004087
HK1c1458	JPDT01001455.1
F6602contig682.1	LGKH01005006.1
CXDQ01000238.1	ERS009857SCcontig000238
JPRF03000013.1	LGCK01000005.1
JMSP01000596.1	contig558
HK1c1213	JPDT01001210.1
F6602contig745.1	LGKH01005076.1
CNFW01001140.1	ERS027644SCcontig001140
CP001127.1	CP001129.1
LGCK01000007.1	LIGE01000023.1
AFNU02000018.1	LGIQ01000022.1
LJQL01000245.1	PgyICMP2189_Contig_120
CNFW01000365.1	ERS027644SCcontig000365
Contig_5_UM147	LFLE01000050.1
HK1c0657	JPDT01000656.1
LJRD01000256.1	PreICMP16945_Contig_388
LJCS01000041.1	contig041
CP002017.1	FM204883.1
F6602contig3400.1	LGKH01002671.1
HK1c1630	JPDT01001627.1
JYNY01000109.1	SAG1144
F6602contig2034.1	LGKH01001152.1
ABDA02000016.1	gcontig_1113129653820
HK1c0188	JPDT01000187.1
AJHJ01000001.1	JMSP01000374.1
LGTK01000146.1	contig00146
JYJF01000982.1	contig-982
CP001229.1	CP002010.1
GL891982.1	JH470341.1
HK1c2616	JPDT01002612.1
CNFW01000295.1	ERS027644SCcontig000295
CYFX01000003.1	ERS150873SCcontig000003
BBRT01000032.1	NODE_13
HK1c2752	JPDT01002746.1
JMSP01000162.1	LJDX02000063.1
F6602contig4450.1	LGKH01003837.1
AEJC01000155.1	gcontig_1108499728091
HK1c2530	JPDT01002527.1
JMSO01000019.1	LJDX02000018.1
HK1c0659	JPDT01000658.1
LJCS01000254.1	LJDX02000173.1
F6602contig2493.1a	LGKH01001661.1
BHUMctg58	LFMX01000053.1
ITZX_scaf_261	LJZR01000042.1
ADGX01000216.1	ctg00100
B11479contig849.1	LFVR01000839.1
F6602contig4217.1	LGKH01003578.1
JMSO01000512.1	contig513
F6602contig1952.1	LGKH01001060.1
HK1c1659	JPDT01001656.1
JMSP01000693.1	contig692
CNFW01002764.1	ERS027644SCcontig002764
JYJF01001011.1	contig-1011
LFYT02000152.1	LimC-II-D5-C152
GG668549.1	SCAFFOLD17
AMSH01000108.1	JZAM01000108.1
Contig306	LKBH01000231.1
Contig_14_UM228	LFKH01000007.1
JQIR01000010.1	Sequence0000000898
HK1c0151	JPDT01000150.1
CSXD01000056.1	ERS075547SCcontig000056
JMSP01000128.1	LJCS01000038.1
JZAM01000150.1	contig150
AEJC01000503.1	gcontig_1108499723625
LGUP01000156.1	P002contig231.1
CNFW01003972.1	ERS027644SCcontig003972
JMSO01000059.1	contig045
LJRD01000016.1	PreICMP16945_Contig_158
LGUW01000223.1	P092contig299.1
CNFW01003479.1	ERS027644SCcontig003479
CNFW01003319.1	ERS027644SCcontig003319
CNFW01001367.1	ERS027644SCcontig001367
LJRD01000046.1	PreICMP16945_Contig_137
AKNR01000002.1	NQ4216.contig.1_1
F6602contig695.1	LGKH01005020.1
BHUMctg113	LFMX01000108.1
JMSO01000428.1	JZAM01000424.1
JYNY01000294.1	SAG1448
JMSO01000394.1	JMSP01000503.1
ADDO01000053.1	LGTK01000079.1
JMSO01000304.1	JZAM01000221.1
LGUP01000295.1	P002contig350.1
CNFW01002783.1	ERS027644SCcontig002783
LGUW01000192.1	P092contig271.1
AABF01000083.1	Contig0294
CXDQ01000138.1	ERS009857SCcontig000138
CP000510.1	CP012040.1
CNFW01002975.1	ERS027644SCcontig002975
F6602contig1163.1	LGKH01000184.1
JZAM01000088.1	contig88
GG704589.1	supercont1.18
CNFW01003767.1	ERS027644SCcontig003767
LGUP01000090.1	P002contig174.1
LGDF01000082.1	P406contig170.1
CQZO01000065.1	ERS020178SCcontig000065
LGEC01000138.1	P441contig80.1
F6602contig3381.1	LGKH01002649.1
JYJF01001166.1	contig-1174
JYNY01000187.1	SAG1266
ADGX01000164.1	ctg00269
JMSO01000423.1	contig418
JPRF03000019.1	LKIU01000003.1
JYJF01001071.1	contig-1071
LJRD01000217.1	PreICMP16945_Contig_50
CNFW01000251.1	ERS027644SCcontig000251
LGEA01000161.1	P439contig79.1
F6602contig1398.1	LGKH01000444.1
JMSP01000353.1	contig06
JMSP01000480.1	JZAM01000319.1
B11479contig781.1	LFVR01000764.1
LGDE01000394.1	P404contig450.1
F6602contig928.1	LGKH01005279.1
CP000611.1	Chromosome
CNFW01003640.1	ERS027644SCcontig003640
AEJC01000610.1	gcontig_1108499723669
HK1c2901	JPDT01002895.1
AMSH01000090.1	JZAM01000090.1
AAP83_Contigs_82	LJHY01000082.1
LJRN01000109.1	PtoICMP2844_Contig_190
CNFW01004113.1	ERS027644SCcontig004113
LIUQ01000004.1	LKIU01000006.1
LDUI01000068	LDUI01000068.1
LGUW01000104.1	P092contig192.1
CXDQ01000064.1	ERS009857SCcontig000064
ABHU01000065.1	gcontig_1106613681642
BBRT01000175.1	NODE_324
CNFW01002770.1	ERS027644SCcontig002770
LIUQ01000153.1	contig_909
LGUV01000186.1	P046contig258.1
LGUW01000356.1	P092contig75.1
CBZV010000005.1	LIGE01000018.1
JMSO01000107.1	contig181
F6602contig3142.1	LGKH01002384.1
F6602contig5206.1	LGKH01004677.1
INSLA289_contig_282	LHAT01000282.1
JZAM01000290.1	contig290
CVRS01000101.1	RIL183_54
JMSO01000301.1	LJDX02000128.1
HK1c0193	JPDT01000192.1
LJQL01000320.1	PgyICMP2189_Contig_243
ADGX01000020.1	ctg00205
CNFW01000818.1	ERS027644SCcontig000818
AKJT01000059.1	PMI21_contig_71.71
AEXM01000004.1	LITJ01000012.1
LGTK01000008.1	contig00008
F6602contig2405.1	LGKH01001564.1
LJRD01000008.1	PreICMP16945_Contig_126
Contig_60_UM228	LFKH01000019.1
F6602contig3207.1	LGKH01002456.1
LGTK01000100.1	contig00100
CP000445.1	Plasmid1
F6602contig3605.1	LGKH01002898.1
27_863_86.5516	JYLF01000026.1
JZAM01000261.1	LJCS01000261.1
F6602contig4650.1	LGKH01004059.1
LGUV01000159.1	P046contig233.1
AABF01000045.1	Contig0331
CVRS01000066.1	RIL183_22
CNFW01003316.1	ERS027644SCcontig003316
F6602contig3572.1	LGKH01002861.1
CNFW01000523.1	ERS027644SCcontig000523
F6602contig1950.1	LGKH01001058.1
HK1c1876	JPDT01001873.1
JMSP01000403.1	JZAM01000117.1
JMSP01000209.1	contig096
CNFW01004329.1	ERS027644SCcontig004329
LGDF01000147.1	P406contig6.1
JYJF01001041.1	contig-1041
AMSH01000033.1	AQQZ01000033.1
HK1c1677	JPDT01001674.1
BRHa_1005576	LADU01000103.1
AFNU02000028.1	LIXH01000028.1
CNFW01000025.1	ERS027644SCcontig000025
Contig54	LKBH01000263.1
AEXM01000008.1	LITJ01000001.1
JMSP01000098.1	contig013
CXDQ01000027.1	ERS009857SCcontig000027
AQQZ01000005.1	JXMU01000005.1
DS999542.1	GL636937.1
CNFW01003613.1	ERS027644SCcontig003613
LJRD01000010.1	PreICMP16945_Contig_198
LIGE01000030.1	LIUQ01000020.1
LJDX02000291.1	LJET02000248.1
HK1c1936	JPDT01001933.1
HK1c2239	JPDT01002236.1
LJPT01000176.1	PatICMP4303_Contig_90
CXDQ01000090.1	ERS009857SCcontig000090
LHAT01000232	LHAT01000232.1
B11479contig428.1	LFVR01000371.1
AJHJ01000049.1	JMSO01000016.1
AJQY01000094.1	Contig_094
GG739971.1	supercont1.46
ADGX01000028.1	ctg00309
LJDX02000038.1	contig132
HK1c2356	JPDT01002353.1
F6602contig2063.1	LGKH01001184.1
CXDQ01000337.1	ERS009857SCcontig000337
F6602contig3347.1	LGKH01002611.1
CNFW01003212.1	ERS027644SCcontig003212
DS999565.1	GG668559.1
BBRT01000176.1	LAMX01000036.1
LJCS01000149.1	LJET02000056.1
CP001127.1	CP001431.1
LJQL01000049.1	PgyICMP2189_Contig_152
CP001219.1	CR555306.1
JMSP01000358.1	contig566
LJQL01000119.1	PgyICMP2189_Contig_395
CNFW01003027.1	ERS027644SCcontig003027
LITJ01000051.1	contig00051
LGUV01000152.1	P046contig227.1
HK1c0950	JPDT01000947.1
CXZU01000052.1	ERS085374SCcontig000052
AMSH01000067.1	contig67
JMSP01000037.1	LJDX02000108.1
HK1c1932	JPDT01001929.1
F6602contig5334.1	LGKH01004819.1
AP009240.1	CP001056.1
JH376428.1	JH470346.1
JMSO01000268.1	LJDX02000042.1
CNFW01003415.1	ERS027644SCcontig003415
CNFW01003733.1	ERS027644SCcontig003733
CXDQ01000100.1	ERS009857SCcontig000100
JMSP01000035.1	contig229
AKNR01000006.1	NQ4216.contig.5_1
CSXB01000016.1	ERS075544SCcontig000016
CQZO01000035.1	ERS020178SCcontig000035
F6602contig3415.1	LGKH01002687.1
LJET02000251.1	contig88
LGDW01000266.1	P435contig326.1
LGTK01000165.1	contig00165
GG704588.1	supercont1.17
HK1c0066	JPDT01000065.1
LGDW01000376.1	P435contig424.1
AMSH01000107.1	JMSO01000264.1
B11479contig58.1	LFVR01000540.1
ADGX01000085.1	ctg00348
HK1c2917	JPDT01002911.1
AM421808.1	FM204883.1
LJCS01000203.1	LJDX02000117.1
CNFW01000244.1	ERS027644SCcontig000244
CP000666.1	pRSPA05
Contig_1_UM411	LFKM01000002.1
CNFW01002894.1	ERS027644SCcontig002894
CP002010.1	CR555306.1
F6602contig2738.1	LGKH01001933.1
HK1c2926	JPDT01002920.1
LGUW01000157.1	P092contig24.1
LJRD01000402.1	PreICMP16945_Contig_515
AMSH01000002.1	JXCG01000002.1
JXMU01000054.1	LJET02000216.1
CSXD01000021.1	ERS075547SCcontig000021
ITZX_scaf_909	LJZR01000085.1
JXMU01000004.1	LDJX01000004.1
JXCG01000018.1	JXMU01000018.1
JYJF01000112.1	contig-111
F6602contig3976.1	LGKH01003309.1
F6602contig3887.1	LGKH01003210.1
JZEJ01000004.1	Scaffold4
BBRT01000065.1	NODE_165
LDVT01000106.1	contig1325
CNFW01001910.1	ERS027644SCcontig001910
CNFW01001577.1	ERS027644SCcontig001577
CBZV010000009.1	LFQK01000009.1
JZAM01000138.1	LJET02000044.1
HK1c1907	JPDT01001904.1
Contig_1_UM158	LFCB01000021.1
CNFW01004076.1	ERS027644SCcontig004076
LJES02000239.1	L_contig000238
JMSP01000530.1	JZAM01000448.1
F6602contig978.1	LGKH01005334.1
F6602contig3763.1	LGKH01003073.1
LGDE01000252.1	P404contig322.1
JMSO01000240.1	JMSP01000306.1
JMSP01000542.1	contig472
CP001962.1	HE576794.1
BBRT01000002.1	NODE_10
AJQY01000444.1	Contig_444
LJCS01000116.1	LJDX02000020.1
F6602contig2369.1	LGKH01001523.1
HK1c2087	JPDT01002084.1
HK1c1319	JPDT01001316.1
JPRF03000086.1	LFQK01000078.1
JMSO01000474.1	contig474
ADDO01000055.1	contig00042
INSLA289_contig_281	LHAT01000281.1
LJET02000107.1	contig195
BHUMctg131	LFMX01000116.1
F6602contig4239.1	LGKH01003602.1
AMRN01000013.1	AQQZ01000013.1
JYJF01000946.1	contig-946
LJCS01000162.1	LJDX02000071.1
AP009246.1	pSE11-6
F6602contig586.1	LGKH01004899.1
AAP38_Contigs_31	LJHR01000031.1
LGDF01000156.1	P406contig68.1
LIRD01000017.1	P.sp_In5_contig_17
LGUW01000135.1	P092contig22.1
GL629654.1	SCAFFOLD8
JZAM01000070.1	contig70
LGTK01000031.1	LITJ01000031.1
ADGX01000235.1	ctg00326
LGDW01000233.1	P435contig297.1
F6602contig5143.1a	LGKH01004607.1
Contig95	LKBH01000308.1
F6602contig1451.1	LGKH01000504.1
JMSO01000130.1	contig333
Contig_15_UM158	LFCB01000026.1
JMSP01000286.1	JZAM01000110.1
LDNZ01000109.1	NODE_201_contig113
DS999540.1	GL870930.1
LGDF01000085.1	P406contig173.1
CNFW01000631.1	ERS027644SCcontig000631
F6602contig4969.1	LGKH01004412.1
BRHa_1001368	LADU01000089.1
F6602contig3484.1	LGKH01002763.1
JZAM01000205.1	LJCS01000205.1
HK1c2580	JPDT01002576.1
LGUV01000116.1	P046contig196.1
F6602contig4817.1	LGKH01004244.1
JXCW01000008.1	pLAcep2
LJRN01000133.1	PtoICMP2844_Contig_118
INSLA289_contig_37	LHAT01000037.1
LGEA01000061.1	P439contig152.1
CYAV01000191.1	ERS085366SCcontig000191
AABF01000156.1	Contig0223
LGUW01000010.1	P092contig107.1
AJHJ01000062.1	JMSP01000154.1
JZAM01000080.1	LJET02000243.1
F6602contig990.1	LGKH01005348.1
CXDQ01000243.1	ERS009857SCcontig000243
CP001173.1	CU207366.1
JZAM01000076.1	contig76
F6602contig3316.1	LGKH01002577.1
JMSP01000248.1	LJDX02000098.1
JMSP01000113.1	contig401
CYAV01000158.1	ERS085366SCcontig000158
CNFW01000015.1	ERS027644SCcontig000015
CNFW01001095.1	ERS027644SCcontig001095
F6602contig4972.1	LGKH01004416.1
JMSP01000272.1	contig652
ITZX_scaf_29	LJSH01000005.1
B11479contig826.1	LFVR01000814.1
LJPT01000081.1	PatICMP4303_Contig_71
AFNU02000018.1	LKBH01000090.1
CBZV010000049.1	LIUQ01000132.1
HK1c1841	JPDT01001838.1
JYJF01000056.1	contig-55
LJQL01000288.1	PgyICMP2189_Contig_196
F6602contig34.1	LGKH01002669.1
CYFX01000149.1	ERS150873SCcontig000149
F6602contig5247.1	LGKH01004722.1
JMSO01000169.1	LJDX02000038.1
AJHJ01000031.1	LJCS01000031.1
B11479contig327.1	LFVR01000256.1
AMRN01000017.1	contig17
F6602contig1496.1a	LGKH01000553.1
LGUW01000094.1	P092contig183.1
JMSP01000063.1	contig087
CNFW01001027.1	ERS027644SCcontig001027
BACI01000095.1	GOALK095.
JMSO01000467.1	JMSP01000539.1
LJCS01000129.1	LJDX02000034.1
INSLA289_contig_248	LHAT01000248.1
JXCG01000014.1	contig14
CNFW01002361.1	ERS027644SCcontig002361
LGBR01000001.1	LJET02000001.1
CNFW01002022.1	ERS027644SCcontig002022
JJQL01000021.1	scaffold33_1_size39654-refined
LFYT02000139.1	LimC-II-D5-C139
LITU01000040.1	contig_221
Contig_37_UM147	LFLE01000026.1
F6602contig4736.1	LGKH01004154.1
F6602contig1801.1	LGKH01000893.1
JQIT01000010.1	LITU01000002.1
F6602contig3552.1	LGKH01002839.1
INSLA289_contig_262	LHAT01000262.1
AAP93_Contigs_50	LJHZ01000050.1
LJCS01000153.1	LJET02000061.1
CP001185.1	CP002770.1
AQQZ01000019.1	LJDX02000101.1
F6602contig149.1	LGKH01000546.1
F6602contig5347.1	LGKH01004833.1
LGUV01000006.1	P046contig103.1
HK1c2865	JPDT01002859.1
AQQZ01000026.1	contig26
CNFW01001900.1	ERS027644SCcontig001900
CNFW01003075.1	ERS027644SCcontig003075
AEJC01000193.1	gcontig_1108499726541
LGTK01000036.1	LITJ01000036.1
ADGX01000253.1	ctg00069
AQQZ01000012.1	LJET02000024.1
F6602contig1873.1	LGKH01000972.1
CM001167.1	CP000926.1
CXDQ01000111.1	ERS009857SCcontig000111
LGUV01000029.1	P046contig123.1
CNFW01004001.1	ERS027644SCcontig004001
LGUW01000244.1	P092contig317.1
F6602contig3324.1	LGKH01002586.1
F6602contig1118.1	LGKH01000134.1
JMSO01000173.1	JZAM01000191.1
LFYT02000012.1	LimC-II-D5-C12
CNFW01003065.1	ERS027644SCcontig003065
LJET02000069.1	contig160
AEXM01000032.1	LGTK01000009.1
F6602contig3006.1	LGKH01002233.1
LGUW01000243.1	P092contig316.1
HK1c0923	JPDT01000920.1
F6602contig4038.1	LGKH01003379.1
AFNU02000015.1	LKBH01000057.1
CP000410.2	CP002403.1
AMSH01000002.1	AQQZ01000002.1
LJRN01000262.1	PtoICMP2844_Contig_50
CQZO01000104.1	ERS020178SCcontig000104
CP000903.1	CP001219.1
CSXB01000058.1	ERS075544SCcontig000058
B11479contig181.1	LFVR01000092.1
JXCG01000015.1	JZAM01000015.1
JMSP01000329.1	LJDX02000195.1
BRHa_1004200	LADU01000097.1
LGTK01000051.1	LITJ01000051.1
LIGE01000017.1	LITU01000001.1
CNFW01002881.1	ERS027644SCcontig002881
CNFW01001690.1	ERS027644SCcontig001690
JZAM01000066.1	contig66
B11479contig750.1	LFVR01000730.1
LJCS01000247.1	contig247
CP000661.1	CP001612.1
CYAV01000252.1	ERS085366SCcontig000252
JJOY01000036.1	scaffold19_1_size79508-refined
CP001229.1	CP001612.1
LJPW01000122.1	PcaICMP2855_Contig_60
CNFW01001590.1	ERS027644SCcontig001590
CBZV010000023.1	JQIT01000019.1
LJDX02000245.1	LJET02000202.1
JH376440.1	supercont1.21
CNFW01004219.1	ERS027644SCcontig004219
CNFW01001191.1	ERS027644SCcontig001191
Contig291	LKBH01000214.1
LJRD01000019.1	PreICMP16945_Contig_181
LGUV01000369.1	P046contig69.1
HK1c1797	JPDT01001794.1
B11479contig271.1	LFVR01000193.1
LJCS01000105.1	LJET02000008.1
HK1c1698	JPDT01001695.1
LJRD01000052.1	PreICMP16945_Contig_212
JZAM01000337.1	contig337
F6602contig4070.1	LGKH01003415.1
F6602contig2587.1	LGKH01001765.1
Contig_24_UM408	LFIU01000007.1
BACI01000067.1	GOALK067.
LJPW01000088.1	PcaICMP2855_Contig_184
JYNY01000154.1	SAG1214
LGUV01000071.1	P046contig159.1
AEZI02000027.1	ctg1126932560036
F6602contig1341.1	LGKH01000382.1
JH376429.1	JH414896.1
AMSH01000022.1	contig22
F6602contig4050.1	LGKH01003393.1
AAP83_Contigs_61	LJHY01000061.1
HK1c0465	JPDT01000464.1
JMSO01000311.1	JZAM01000234.1
ADGX01000240.1	ctg00359
AEJC01000025.1	gcontig_1108499714253
JXCG01000004.1	contig4
F6602contig2989.1	LGKH01002212.1
CP001612.1	CP010525.1
F6602contig3545.1	LGKH01002831.1
LFMW01000033.1	sole5_c56
JYJF01000628.1	contig-628
BBRT01000041.1	LAMX01000005.1
BBRT01000223.1	NODE_43
LJRP01000079.1	PttICMP459_Contig_105
CP002526.1	CP002831.1
KQ235715.1	adfWA-supercont2.1
LGDW01000091.1	P435contig175.1
AEXM01000001.1	contig00066
CNFW01000449.1	ERS027644SCcontig000449
AQQZ01000032.1	contig32
F6602contig3183.1	LGKH01002429.1
LGUW01000295.1	P092contig363.1
LFYT02000019.1	LimC-II-D5-C19
LIUQ01000154.1	contig_131
CNFW01001905.1	ERS027644SCcontig001905
ADDO01000061.1	LKKT01000003.1
BACI01000086.1	GOALK086.
CP000769.1	CP002905.1
CNFW01001929.1	ERS027644SCcontig001929
ADGX01000049.1	ctg00330
JMSO01000314.1	contig242
LGTO01000011.1	LIUR01000003.1
F6602contig1366.1a	LGKH01000409.1
JMSP01000177.1	JZAM01000296.1
CYAV01000269.1	ERS085366SCcontig000269
LCAU01000041.1	UU48_C0041
GG704817.1	SCAFFOLD8
HK1c2599	JPDT01002595.1
LDNZ01000170.1	NODE_201_contig174
CNFW01002447.1	ERS027644SCcontig002447
LGDE01000223.1	P404contig297.1
HK1c2878	JPDT01002872.1
CNFW01000231.1	ERS027644SCcontig000231
CXDQ01000478.1	ERS009857SCcontig000478
JMSO01000468.1	contig467
JMSO01000089.1	LJCS01000073.1
F6602contig2800.1	LGKH01002003.1
JYJF01000517.1	contig-517
F6602contig2379.1	LGKH01001534.1
HK1c1373	JPDT01001370.1
LIUQ01000063.1	contig_111
LGTK01000072.1	contig00072
CXDQ01000012.1	ERS009857SCcontig000012
CP001819.1	FM204883.1
CYAV01000024.1	ERS085366SCcontig000024
F6602contig1742.1	LGKH01000827.1
JZAM01000229.1	LJCS01000229.1
CXDQ01000039.1	ERS009857SCcontig000039
JMSO01000116.1	JZAM01000291.1
CXDQ01000182.1	ERS009857SCcontig000182
F6602contig1544.1	LGKH01000607.1
CNFW01001271.1	ERS027644SCcontig001271
F6602contig1012.1	LGKH01000017.1
JMSP01000164.1	contig608
JQIR01000104.1	Sequence0000009978
LGUV01000165.1	P046contig239.1
LDVT01000151.1	contig1235
JQIT01000013.1	LIGE01000038.1
CNFW01001851.1	ERS027644SCcontig001851
LIUQ01000046.1	contig_94
ADDO01000034.1	AEXM01000005.1
LJET02000021.1	contig117
LGUW01000075.1	P092contig166.1
HK1c1374	JPDT01001371.1
F6602contig5275.1	LGKH01004753.1
LITJ01000065.1	contig00065
LFQK01000031.1	LIUQ01000074.1
JMSO01000151.1	LJDX02000153.1
LGEA01000128.1	P439contig52.1
F6602contig5029.1	LGKH01004480.1
LDVT01000140.1	contig1257
CYAV01000255.1	ERS085366SCcontig000255
F6602contig456.1	LGKH01003958.1
LGDW01000324.1	P435contig379.1
JMSO01000289.1	contig192
JYNY01000494.1	SAG1770
CNFW01001953.1	ERS027644SCcontig001953
JMSP01000186.1	LJCS01000239.1
JH414890.1	JH470341.1
JYJF01000169.1	contig-168
CP001189.1	L43967.2
CTKE01000001.1	ERS008555SCcontig000001
LJCS01000139.1	LJET02000045.1
JQIR01000096.1	Sequence0000007874
F6602contig4643.1	LGKH01004051.1
CXDQ01000288.1	ERS009857SCcontig000288
CYAV01000101.1	ERS085366SCcontig000101
HK1c0487	JPDT01000486.1
AAI_A_2195_scaffold41	HE972562.1
HK1c1327	JPDT01001324.1
F6602contig2032.1	LGKH01001150.1
CNFW01001742.1	ERS027644SCcontig001742
AE016853.1	CR555306.1
LJCS01000243.1	LJET02000161.1
JMSO01000286.1	contig186
CYFX01000012.1	ERS150873SCcontig000012
LJQL01000138.1	PgyICMP2189_Contig_360
JYJF01000971.1	contig-971
CNFW01002131.1	ERS027644SCcontig002131
JQIT01000019.1	LIGE01000012.1
LFQK01000104.1	LHQM01000091.1
F6602contig3992.1	LGKH01003327.1
AJHJ01000008.1	JMSP01000379.1
AJQY01000036.1	Contig_036
AJHJ01000037.1	LJCS01000037.1
LGUP01000348.1	P002contig399.1
F6602contig543.1	LGKH01004852.1
LJPW01000012.1	PcaICMP2855_Contig_1
AP009241.1	pSE11-1
F6602contig4060.1	LGKH01003404.1
INSLA289_contig_21	LHAT01000021.1
BHUMctg132	LFMX01000117.1
LJRD01000365.1	PreICMP16945_Contig_194
AEJC01000286.1	gcontig_1108499718985
JMSO01000255.1	LJCS01000082.1
AMRN01000026.1	AMSH01000026.1
HK1c1506	JPDT01001503.1
LJCS01000178.1	contig178
CNFW01003199.1	ERS027644SCcontig003199
HK1c1306	JPDT01001303.1
F6602contig4521.1	LGKH01003916.1
CNFW01002661.1	ERS027644SCcontig002661
CP000510.1	CP003389.1
AJML01000017.1	ctg120004772321
AJQY01000167.1	Contig_167
GG704779.1	Scfld10
LITJ01000023.1	contig00023
F6602contig2134.1	LGKH01001263.1
JYNY01000613.1	SAG1940
JYJF01000974.1	contig-974
CNFW01004042.1	ERS027644SCcontig004042
JZAM01000473.1	contig473
CNFW01000185.1	ERS027644SCcontig000185
F6602contig5159.1	LGKH01004624.1
F6602contig713.1	LGKH01005041.1
AEJC01000059.1	gcontig_1108499717567
LJQL01000076.1	PgyICMP2189_Contig_116
F6602contig3938.1	LGKH01003267.1
ABHU01000063.1	gcontig_1106613680326
AFNU02000033.1	LKBH01000240.1
LGUV01000329.1	P046contig386.1
HK1c0164	JPDT01000163.1
CP002047.1	CP011968.1
JYJF01000495.1	contig-495
CSXD01000096.1	ERS075547SCcontig000096
INSLA289_contig_58	LHAT01000058.1
GG749024.1	JH376428.1
JMSP01000409.1	JZAM01000131.1
INSLA289_contig_19	LHAT01000019.1
F6602contig65.1	LGKH01004970.1
CP000510.1	CP002047.1
B11479contig870.1	LFVR01000863.1
LJQL01000100.1	PgyICMP2189_Contig_236
JMSO01000328.1	JZAM01000267.1
LGUP01000221.1	P002contig285.1
JJOY01000004.1	scaffold45_1_size10347-refined
CNFW01001066.1	ERS027644SCcontig001066
LITU01000013.1	contig_39
LIGE01000042.1	LKIU01000003.1
CSXD01000071.1	ERS075547SCcontig000071
CXDQ01000408.1	ERS009857SCcontig000408
JMSO01000099.1	JMSP01000383.1
BLOI2_C65	LFDU01000065.1
LJQL01000350.1	PgyICMP2189_Contig_314
HK1c1988	JPDT01001985.1
LGDF01000133.1	P406contig48.1
CNFW01001182.1	ERS027644SCcontig001182
0005.	BADZ02000005.1
JMSO01000306.1	LJET02000142.1
F6602contig1561.1	LGKH01000626.1
AM167904.1	CP001229.1
INSLA289_contig_260	LHAT01000260.1
JZAM01000138.1	LJCS01000138.1
